html_filename,image1,image2,image3,image4,product_title,short_description,price,Model,PoE standard,Interface,key function,PoE port,PoE Total,Power supply,RJ45 PoE power supply,PoE output-port,Indicator,Network media,MAC Address Table,jumbo frame,Packet buffer,Transfer Mode,Packet forwarding rate,Bandwidth,Fan,Device Dimension,Machine weight,Input Voltage,Output Voltage,Operating Temperature,Storage Temperature,Operating Humidity,Storage Humidity,Surge Protection,Certification,MTBF,Electrostatic standard,label,description2,Mode,Voltage Range,Consumption,Transmission Distance,Switching Capacity,Transfer Rate,MAC Adsress,Blinks,Off,PoE Pin Assignmnet,Humidity Non Condesing,Color,Ethernet,Throughput,Packet Buffer,MAC Address,Jumbo Frame,Network protocol,PoE Protocol,Industry Standard,Network Medium,Optical Media,Working Environment,PWR（power supply）,Mode（DIP）,1-6 Gree（Link&Data）,DIP Switch,Product Dimension,Package Dimension,N.W,G.W,Packing Info,Package List,Warranty,Power,LED Indicators,PWR,1-8 Green,Product Name,Product Model,Chipset,Standards,Number of Ports,Network Media (Cable),Transfer Method,Packet Forwarding Rate,Per Device,Power Supply,Power Consumption,Dimensions ( W x D x H ),Environment,Standard configurati,Structure Size,Power Voltage,Brand,Number of ports,Port Type,Dimension,Ports,PoE,Switching capacity,Forwarding rate,MAC address table,Maximum VLAN,Port surge,Dimensions (W x D x H),Weight (With package),Layer type,HARDWARE FEATURES,Network Media,Fan Quantity,Exchange Capacity,Mac Address Table,Power Adapter,Packet Buffer Memory,Port VLAN,Switch Dimension,Gross Weight,Net Weight,Package Contents,Working Temperature,Working Humidity,Standard,PoE Ports,PoE Power Budget,Hi-PoE 60W,LED Indicator,250m,PoE Watchdog,Protection Level,Package Content,Transmission Method,Advanced Functions,Interfaces,Physical environments,Cooling,Power consumption,,PoE ports ( RJ45 ),Mac Addresses Table,Dimensions,Temperature and humidity,Switching method,PoE ports (RJ45),mac address table,Temperature and Humidity
hikvision-4-port-fast-ethernet-smart-poe-switch-ds-3e1105p-ei.html,https://www.neostore.com.np/assets/uploads/DS-3E1105P-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1105P-E.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1105P-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1105P-E.jpg,Hikvision 4 Port Fast Ethernet Smart POE Switch DS-3E1105P-EI,"4 × 10/100 Mbps PoE port,1 × 10/100 Mbps RJ45 port 6 KV surge protection for PoE ports. Total PoE Power Budget 60W Support 802.1Q VLAN Support PoE watchdog to detect and restart the cameras that do not respond Support STP/RSTP Loop prevention Support cable detection to locate failure Up to 300 m Long Range PoE Transmission","Current Price: Rs.5,024, Original Price: Rs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smart managed switches are developed by Hikvision, featuring in easy management and maintenance. You can easily deploy, monitor and expand your surveillance system anytime and anywhere with our software platforms. You can view the network topology, monitor the health of the network and receive device alarms in real time, which greatly reduces the cost of network operation and maintenance. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-5-port-gigabit-unmanaged-switch-ds-3e0505d-e.html,https://www.neostore.com.np/assets/uploads/DS-3E0505D-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0505D-E.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0505D-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0505D-E.jpg,Hikvision 5 Port Gigabit Unmanaged Switch DS-3E0505D-E,"5 x 10/100/1000 Mbps ethernet ports Supports ADI/ADIX Store-and-forward switching Supports MAC address auto-learning and aging Simple, compact body design Supports desktop and wall-mounting Plug & play, easy to use.","Current Price: Rs.1,465, Original Price: Rs.",DS-3E0505D-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hikvision DS-3E0505D-E provides 5 × 10/100/1000 Mbps Ethernet ports that support line speed forwarding. With simple and mini exquisite body, the switch is plug and play and easy to use, suitable for home, school, dormitory, office, small monitoring and other simple network environments",,,,,10 Gbps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,"5 V DC, 0.6 A",,,,,,,Haier,5,10/100/1000 Mbps RJ45 ports,92.8 × 65.8 × 22.8 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-8-port-fast-ethernet-unmanaged-desktop-switch-ds-3e0108d-e.html,https://www.neostore.com.np/assets/uploads/DS-3E0108D-E.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0108D-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0108D-E.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0108D-E_2.jpg,Hikvision 8 Port Fast Ethernet Unmanaged Desktop Switch DS-3E0108D-E,"8 x 10/100 Mbps ethernet ports Supports ADI/ADIX Store-and-forward switching Supports MAC address auto-learning and aging Simple, compact body design Supports desktop and wall-mounting Plug & play, easy to use.","Current Price: Rs.1,154, Original Price: Rs.",DS-3E0108D-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Hikvision DS-3E0108D-E provides 8 × 10/100 Mbps Ethernet ports that support line speed forwarding. With a simple and mini exquisite body, the switch is plug and play and easy to use, suitable for home, school, dormitory, office, small monitoring, and other simple network environments",,,,,1.6 Gbps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,"5 V DC, 0.6 A",,,,,,,Hikvision,8,10/100 Mbps RJ45 ports,124 × 59 × 23.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-8-port-gigabit-unmanaged-switch-ds-3e0508d-e.html,https://www.neostore.com.np/assets/uploads/DS-3E0508D-E.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0508D-E_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0508D-E_3.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0508D-E.jpg,Hikvision 8 Port Gigabit Unmanaged Switch DS-3E0508D-E,"• 8 ports 10/100/1000 Mbps Ethernet
• ADI / ADIX
• Automatic saving of MAS addresses
• Compact design
• Installation on a wall or table
• Easy setting","Current Price: Rs.2,860, Original Price: Rs.",DS-3E0508D-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DS-3E0508D-E provides 8 × 10/100/1000 Mbps Ethernet ports which support line speed forwarding. With simple and mini exquisite body, the switch is plug and play and easy to use, suitable for home, school, dormitory, office, small monitoring and other simple network environments. Features:",,,,,16 Gbps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,"9 V DC, 0.6 A",,,,,,,Hikvision,8,10/100/1000 Mbps RJ45 ports,142 × 90 × 23 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-fast-ethernet-smart-poe-switch-ds-3e1318p-ei-.html,https://www.neostore.com.np/assets/uploads/DS-3E1318P-EI.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1318P-EI_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1318P-EI.jpg,https://www.neostore.com.np/assets/uploads/DS-3E1318P-EI_2.jpg,Hikvision Fast Ethernet Smart POE Switch (DS-3E1318P-EI),"• 16 × 100 Mbps PoE RJ45 ports, 2 × gigabit combos. • IEEE 802.3at/af standard for PoE ports. • Network topology management, alarm push, network health monitor. • 6 KV surge protection for PoE ports. • AF/AT camera can reach up to 300 m in extend mode.","Current Price: Rs.25,176, Original Price: Rs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802.3af/at PoE standard,8-core power supply technology, reducing the power circuit loss, Data monitor and control for the important ports, EXTEND mode available to extend the network cable transmission distance to 250 meters, Buffer optimization to guarantee the video data transmission multicast and port mirroring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-fast-ethernet-unmanaged-poe-switch-ds-3e0106p-e-m-.html,https://www.neostore.com.np/assets/uploads/3E0106P1.jpg,https://www.neostore.com.np/assets/uploads/3E0106P1.jpg,,,Hikvision Fast Ethernet Unmanaged POE Switch (DS-3E0106P-E/M),"4 x 10/100Mbps PoE ports, and and 2 × 10/100Mbps RJ45 ports. IEEE 802.3at/af standard for PoE ports (Max. 35 W PoE output). IEEE 802.3, IEEE 802.3u, and IEEE 802.3x standard. 6 KV surge protection for PoE ports. Up to 300 m long-range transmission. Wire-speed forwarding. Store-and-forward switching. Solid high-strength metal shell. Reliable fan-free design.","Current Price: Rs.4,181, Original Price: Rs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L2, Unmanaged, 4 10/100M RJ45 PoE ports, 2 10/100M RJ45 uplink, port, 802.3af/at, PoE power budget 35W, max. 300m long distance, transmission, 6KV surge protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-fast-ethernet-unmanaged-poe-switch-ds-3e0318p-e-m-b-.html,https://www.neostore.com.np/assets/uploads/DS-3E0318P-.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0318P-.jpg,,,Hikvision Fast Ethernet Unmanaged POE Switch (DS-3E0318P-E/M(B)),"Intelligent PoE Management. When the power supply exceeds the limit, PoE ports intelligently manage the power supply, which extends the switch lifetime. Up to 300 m Long Range PoE Transmission. The distance between IPCs and switch can reach maximum 300 meters. 4/8-Core Adaptive Power Supply with Less Power Loss. 8-core power supply reduces the power loss on cables. 6KV Surge Protection to Improve Reliability in Harsh Environment. The built-in surge protection device protects the switch from the sudden lightning surge in harsh environment. Design for Video Transmission. VIP port ensures important data transmission when network congestion occurs.","Current Price: Rs.19,306, Original Price: Rs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L2, Unmanaged, 16 x 10/100 Base-TX Ethernet ports, one 10/100/1000 Base-T Ethernet port & one 10/100/1000 Base-X SFP optical module port,IEEE 802.3at/af PoE Compliant, PoE power budget 135W, 4 kV Surge Protection, IEEE 802.3x Flow Control Support, 7.2 Gbps Switching Fabric, 2.75 Mbits RAM Data Buffer, 13 inch length and 1 U standard height size allow to be mounted on subrack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hikvision-pro-series-16-port-gigabit-unmanaged-switch-ds-3e0516-e-b-.html,https://www.neostore.com.np/assets/uploads/DS-3E0516-E(B).jpg,https://www.neostore.com.np/assets/uploads/DS-3E0516-E(B)_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3E0516-E(B).jpg,https://www.neostore.com.np/assets/uploads/DS-3E0516-E(B)_2.jpg,Hikvision Pro Series 16 Port Gigabit Unmanaged Switch DS-3E0516-E(B),"16 x 1000M Ethernet ports Supports IEEE 802.3, IEEE 802.3u and IEEE 802.3x 1000M network access Wire-speed forwarding and non-blocking design Store-and-forward switching Solid high-strength metal shell Fan-free design with high reliability","Current Price: Rs.8,035, Original Price: Rs.",DS-3E0516-E(B),,,,,,,,,,,,,,,35.712 Mpps,,,,,,,,,,,,,,,,"DS-3E0524-E(B) switch is a layer 2 gigabit Ethernet switch, providing 24 1000M Ethernet ports to upload data via the convergence switch. The switch is reliable, easy to install and maintain, and equipped with rapid switch function. With multiple access ports, the switch is applicable for access or aggregation and upload of small-scale LAN devices. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,220 VAC，50/60 Hz，Max. 0.7 A,,,,,,,Hikvision,16,"RJ45 port, Full duplex, MDI/MDI-X adaptive",335 mm × 44.5 mm ×175.8 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es205gc-p-5-port-gigabit-smart-cloud-mananged-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES205GC-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES205GC-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES205GC-P.jpg,https://www.neostore.com.np/assets/uploads/RG-ES205GC-P_2.jpg,"Ruijie Reyee RG-ES205GC-P, 5-Port Gigabit Smart Cloud Mananged PoE Switch","5-Port gigabit cloud managed switch with 4 PoE+ ports Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.5,541, Original Price: Rs.","RG-ES205GC-P,",,,,,,,,,,,,,,,,,Fanless,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"5 x 10/100/1000Base-T, 4 x PoE+ ports","54W, IEEE 802.3at / IEEE 802.3af",10 Gbps,7.44 Mpps,2000,16,4 kV,148 mm x 78 mm x 26 mm,0.9 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es206gc-p-6-port-gigabit-smart-cloud-managed-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES206GC-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES206GC-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES206GC-P.jpg,https://www.neostore.com.np/assets/uploads/RG-ES206GC-P_3.jpg,"Ruijie Reyee RG-ES206GC-P, 6-Port Gigabit Smart Cloud Managed PoE Switch","5-Port gigabit cloud managed switch with 4 PoE+ ports Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.12,564, Original Price: Rs.",RG-ES205GC-P,,,,,,,,,,,,,,,,,Fanless,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"6 x 10/100/1000Base-T, 4 x PoE+ ports","54W, IEEE 802.3at / IEEE 802.3af",12 Gbps,7.44 Mpps,2000,16,4 kV,148 mm x 78 mm x 26 mm,0.79 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es208gc-8-port-gigabit-smart-cloud-managed-non-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES208GC_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES208GC_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES208GC.jpg,https://www.neostore.com.np/assets/uploads/RG-ES208GC_3.jpg,"Ruijie Reyee RG-ES208GC, 8-Port Gigabit Smart Cloud Managed Non-PoE Switch","8-Port gigabit cloud managed non-PoE switch Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.6,882, Original Price: Rs.","RG-ES205GC-P,",,,,,,,,,,,,,,,,,Fanless,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,8 x 10/100/1000Base-T ports,,16 Gbps,11.90 Mpps,4000,16,4 kV,160 mm x 75 mm x 24 mm,0.49 kg,Layer 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es209gc-p-9-port-gigabit-smart-cloud-managed-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES209GC-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES209GC-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES209GC-P.jpg,https://www.neostore.com.np/assets/uploads/RG-ES209GC-P_3.jpg,"Ruijie Reyee RG-ES209GC-P, 9-Port Gigabit Smart Cloud Managed PoE Switch","9-Port gigabit cloud managed switch with 8 PoE+ ports Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.21,351, Original Price: Rs.",RG-ES209GC-P,,,,,,,,,,,,,,,,,Fanless,,,,,,,,,,,"> 200,000",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"9 x 10/100/1000Base-T, 8 x PoE+ ports","120W, IEEE 802.3at / IEEE 802.3af",18 Gbps,13.39 Mpps,4000,16,4 kV,202 mm x 108 mm x 28 mm,1.3 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es216gc-16-port-gigabit-smart-cloud-managed-non-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES216GC_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES216GC.jpg,https://www.neostore.com.np/assets/uploads/RG-ES216GC_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES216GC_3.jpg,"Ruijie Reyee RG-ES216GC, 16-Port Gigabit Smart Cloud Managed Non-PoE Switch","16-Port gigabit cloud managed non-PoE switch Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.21,739, Original Price: Rs.",RG-ES216GC,,,,,,,,,,,,,,,,,Fanless,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,16 x 10/100/1000Base-T ports,,32 Gbps,23.81 Mpps,8000,16,4 kV,440 mm x 165 mm x 44 mm,2.7 kg,Layer 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es218gc-p-18-port-gigabit-smart-cloud-managed-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES218GC-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES218GC-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES218GC-P.jpg,https://www.neostore.com.np/assets/uploads/RG-ES218GC-P_3.jpg,"Ruijie Reyee RG-ES218GC-P, 18-Port Gigabit Smart Cloud Managed PoE Switch","18-Port gigabit cloud managed switch with 16 PoE+ ports Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.21,351, Original Price: Rs.",RG-ES218GC-P,,,,,,,,,,,,,,,,,Built-in,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"16 x 10/100/1000Base-T PoE+ ports, 2 SFP uplink","240W, IEEE 802.3at / IEEE 802.3af",36 Gbps,26.78 Mpps,8000,16,4 kV,300 mm x 230 mm x 43.6 mm,3.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruijie-reyee-rg-es226gc-p-26-port-gigabit-smart-cloud-managed-poe-switch.html,https://www.neostore.com.np/assets/uploads/RG-ES226GC-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-ES226GC-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-ES226GC-P.jpg,https://www.neostore.com.np/assets/uploads/RG-ES226GC-P_2.jpg,"Ruijie Reyee RG-ES226GC-P, 26-Port Gigabit Smart Cloud Managed PoE Switch","26-Port gigabit cloud managed switch with 24 PoE+ ports Cost-Effective Smart Cloud Managed Switches IP Camera Recognition, Unique Value for CCTV Network Automatic Loop Prevention Ensures Service Continuity Lifetime management on Ruijie Cloud at anytime anywhere","Current Price: Rs.64,230, Original Price: Rs.",RG-ES226GC-P,,,,,,,,,,,,,,,,,Built-in,,,,,,,,,,,"> 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"24 x 10/100/1000Base-T PoE+ ports, 2 SFP uplink","370W, IEEE 802.3at / IEEE 802.3af",52 Gbps,38.69 Mpps,8000,16,4 kV,440 mm x 289 mm x 43.6 mm,4.2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi-tek-24-port-smart-switch-wi-sg124d.html,https://www.neostore.com.np/assets/uploads/WI-SG124D_2.jpg,https://www.neostore.com.np/assets/uploads/WI-SG124D.jpg,https://www.neostore.com.np/assets/uploads/WI-SG124D_2.jpg,https://www.neostore.com.np/assets/uploads/WI-SG124D.jpg,Wi-Tek 24 port smart switch WI-SG124D,"24xGigabit Desktop Ethernet Switch 24 Auto-Negotiation, Auto-MDI/MDIX Ethernet ports provide smart switching Standard 13-inch Desktop steel case Plug and Play design simplifies installation Plans different power output for different cable lengths Complies with IEEE 802.3, IEEE 802.3u, IEEE 802.3x standards","Current Price: Rs.15,500, Original Price: Rs.",,,24 100/1000Mbps RJ45 Ports,,,,,,,,,,,,,,,,,,,,,-40℃～70℃,,5%～90% RH non-condensing,,"CE, FCC, RoHS",,,," Features ● 24 100/1000Mbps RJ45 Ethernet ports
● Plug and play, zero configuration
● Supports desktop or wall mount replacement
● Smart DIP Switch: Port VLAN mode, video priority mode
● Energy efficient design compliant with IEEE802.3az
● Silent operation ideal for noise sensitive environment",,,,,,,,,,,,,,,,,10240 Bytes,,,,,,,,,,Default/VLAN/CCTV,,380×215×95 mm,,,,,3 Years,,,,,,,,"IEEE 802.3i, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3x, IEEE 802.1p",,,,35.7Mpps,,,,,,,,,,,,,,,,,,,,,,,WI-SG124D,"10BASE-T: UTP category 3, 4, 5 cable (maximum 100m)",Fanless,48G,8K,AC IN: 110-240V,12Mb,Yes,305×140×45 mm,1.67kg,1.17kg,1 × Gigabit Switch,-10℃～55℃,10%～90% RH,,,,,,,,,,,,,,,,,,,,,,,,
wi-tek-4fe-2fe-uplink-250m-lr-switch-wi-ps205v2.html,https://www.neostore.com.np/assets/uploads/WI-PS205_2.jpg,https://www.neostore.com.np/assets/uploads/WI-PS205.jpg,https://www.neostore.com.np/assets/uploads/WI-PS205_2.jpg,https://www.neostore.com.np/assets/uploads/WI-PS205.jpg,WI-TEK 4FE+2FE uplink 250m LR switch WI-PS205V2,4FE+2FE uplink 250M Long Range PoE Switch with 4PoE Port Supports smart watchdog function to monitor compliant PD Port 1 supports Hi-PoE power up to 60W fit IEEE 802.3bt compliant PDs Port 2-4 supports PoE 30W fit IEEE 802.3af/at compliant PDs Internal power adapter supply 65W Support 250meters Long range PoE Transmit 2K entry MAC address table  with auto-learning and auto-aging Realtek Switch Chipset+TI PoE Chipset guarantee stable performance,"Current Price: Rs.14,500, Original Price: Rs.",,,4 100M RJ45 PoE Ports,,,,,,,,,,,,,,,,,,,,,,,,,"CE, FCC, RoHS",,,," Unmanaged switch WI-PS205H v2 with PoE (Power over Ethernet) function is used in IP telephony, IP video surveillance, Wi-Fi installations. No specialized knowledge is required to install, configure, and maintain the switch, making it easy to use.
Power supply built-in. The switch is equipped with 6 100Base-TX ports, 4 of which support 802.3af/at (PoE, PoE+). The switch supports CCTV operation mode and Watchdog function. The WI-PS205H v2 unmanaged switch of the updated version supports the Watchdog function - automatically detecting hung IP cameras or other equipment and restarting the PoE power on the ports. The switch is equipped with an additional mode switch Default",,,,,,,,,,,,,,,,,2kB,,,,,,,,,,Default/VLAN/Extend,,270×220×605 mm,,,,,3 Years,,,,,,,,,,,,0.89Mpps,,AC 100~240V 50/60HZ,,,Operating Temperature: -10℃–55℃ (14℉–131℉),,,,,,,,,,,,,,,,,,,"10BASE-T: UTP category 3, 4, 5 cable (maximum 100m)",Fanless,,2k,,,Yes,190×130×35 mm,1kg,0.6kg,,,,802.3 af/at/bt compliant PoE,Port 1-4,65W,Port 1,PoE/Link/Power,Yes,Yes,Lightning protection 6kV,1× Switch,Store-And-Forward,Watchdog Function,,,,,,,,,,,,,
wi-tek-4ge-2ge-uncontrolled-gigabit-switch-with-poe-function-wi-ps305g.html,https://www.neostore.com.np/assets/uploads/WI-PS305G_3.jpg,https://www.neostore.com.np/assets/uploads/WI-PS305G_2.jpg,https://www.neostore.com.np/assets/uploads/WI-PS305G_3.jpg,https://www.neostore.com.np/assets/uploads/WI-PS305G_2.jpg,WI-TEK 4GE+2GE Uncontrolled Gigabit Switch With POE Function WI-PS305G,"● 4 10/100/1000Mbps RJ45 PoE Ports
● 2 1000Mbps RJ45 Ports
● 802.3af/at PoE+ output with 65W power budget
● Smart DIP Switch: 250m Extend mode, Port VLAN mode
● PoE watchdog detects and reboots unresponsive PoE-powered devices
● Plug and play, zero configuration","Current Price: Rs.7,000, Original Price: Rs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  The switch is equipped with 6 ports 1000Base-T, of which 3 support 802.3af / at ( PoE, PoE + ) and 1 port supports 802.3bt ( HiPoE ).
The switch supports the function Watchdog - automatic detection of hanging equipment and reloading of PoE power at the port.
WIF-PS305G is equipped with an additional Default / operating mode switch / VLAN / Extend. Default mode — normal operation. Mode Vlan — port insulation mode; allows you to isolate the traffic of connected devices at a physical level, which limits their communication at the 2nd and 3rd levels, and guarantees the safety of content transfer. Mode Extend — PoE transmission mode up to 250 meters; allows you to overcome the barrier of 100 meters, standard for Ethernet networks, and connect remote devices without using PoE-repiters. Reliable internal silent power supply, Developed by Wi-Tek guarantees uninterrupted operation for a long service life, and its internal execution simplifies the installation and operation of equipment, as well as saves space during installation. An increased nominal budget allows you to solve most of the tasks of connecting PoE equipment.",,,,,,,,,,,,,,12bit / s,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 ports 10/100 / 1000M,"10BASE-T: UTP cable of categories 3, 4, 5 ( max. 100m )",Passive,65W max. ( with connected POE devices ),Input voltage AC 110 ~ 240V 50 / 60Hz,PoE ports from 2 to 4 ( standard 802.3 af / at ) up to 30W on port,2K,190 * 130 * 35 mm,,Store-and-forward,,,
